#{"t_start": 1749475777.1533613, "env_id": "None"}
0.924802,7,23.596616
1.257993,7,23.603614
1.356559,7,23.610614
1.250444,7,23.617614
0.299523,7,23.625617
1.310628,7,23.632252
0.755099,7,23.640249
1.20173,7,23.649258
0.769155,7,23.657259
1.12568,7,23.664416
1.136118,7,23.672413
1.448654,7,23.679417
1.112135,7,23.686415
1.258072,7,23.694414
1.058032,7,23.701415
1.110919,7,23.708413
1.096667,7,23.716413
0.996108,7,23.723416
1.248495,7,23.732416
0.373014,7,23.739416
-0.085265,7,23.74842
0.699818,7,23.75542
1.085523,7,23.763932
1.348585,7,23.770931
1.1982,7,23.77793
1.310309,7,23.78593
1.019848,7,23.792932
0.976457,7,23.799932
1.190675,7,23.80793
0.555383,7,23.81493
0.796512,7,23.822934
1.295065,7,23.829931
1.270307,7,23.837932
1.164924,7,23.845932
0.897336,7,23.852941
1.154218,7,23.859941
1.258949,7,23.868457
1.427929,7,23.876456
1.377617,7,23.883454
1.092075,7,23.891457
1.038354,7,23.898456
1.175333,7,23.905457
1.154746,7,23.913457
0.890172,7,23.921457
1.083864,7,23.928457
0.935606,7,23.936459
0.691749,7,23.944456
-2.710265,7,23.952462
0.831942,7,23.959462
0.974068,7,23.966973
-2.223555,7,23.973971
0.763752,7,23.981973
1.321574,7,23.988974
0.449455,7,23.996974
0.967921,7,24.003971
0.939353,7,24.011974
1.259976,7,24.019971
1.167316,7,24.026977
0.733537,7,24.034974
0.768609,7,24.042975
0.97269,7,24.050977
0.687348,7,24.05798
0.845033,7,24.065487
1.406237,7,24.073488
1.194108,7,24.081487
1.219605,7,24.088488
1.32407,7,24.095485
0.903748,7,24.104486
1.129194,7,24.113487
0.755888,7,24.120486
0.647598,7,24.129487
0.888253,7,24.136485
1.180778,7,24.144488
-0.566779,7,24.152494
1.21362,7,24.160496
0.545584,7,24.168003
1.246473,7,24.177005
1.032908,7,24.184004
0.822713,7,24.192001
1.128389,7,24.199001
1.182327,7,24.206003
1.264388,7,24.214004
1.198464,7,24.222003
0.986004,7,24.229001
1.207415,7,24.237003
1.243854,7,24.244001
1.150454,7,24.251008
0.350875,7,24.259007
0.372793,7,24.266521
0.293421,7,24.273518
0.935329,7,24.281519
1.212469,7,24.288518
1.363222,7,24.296522
1.210077,7,24.306516
1.279429,7,24.315516
1.166363,7,24.323517
1.086501,7,24.330517
1.268029,7,24.338519
1.162811,7,24.345517
0.069282,7,24.353523
1.247988,7,24.360523
1.105109,7,24.368029
1.310201,7,24.375032
0.93695,7,24.383029
1.046362,7,24.390029
1.035927,7,24.399032
1.451672,7,24.407031
1.205446,7,24.415032
1.126433,7,24.422031
1.26027,7,24.430029
1.284976,7,24.438031
0.692021,7,24.446029
0.948178,7,24.453035
1.276423,7,24.460034
1.256878,7,24.467543
1.024381,7,24.475545
-0.845542,7,24.482543
1.403774,7,24.490543
1.208122,7,24.497545
1.183083,7,24.506544
0.903404,7,24.513545
1.361291,7,24.521544
1.259463,7,24.528545
1.132601,7,24.536547
1.002473,7,24.543543
1.103338,7,24.551552
0.740278,7,24.559549
1.257487,7,24.569265
1.326782,7,24.577266
1.06877,7,24.584264
1.029128,7,24.592266
0.892177,7,24.601264
1.21078,7,24.609269
0.994515,7,24.616266
1.331453,7,24.624266
1.17515,7,24.632264
1.251574,7,24.639264
1.117717,7,24.646266
1.060505,7,24.654274
0.695043,7,24.661775
1.259328,7,24.670781
1.138894,7,30.865852
1.202536,7,30.881861
0.998518,7,30.898866
1.363344,7,30.914859
1.033877,7,30.929862
0.962544,7,30.943862
1.151426,7,30.961866
0.538606,7,30.97738
0.735619,7,30.991383
1.246503,7,31.009382
1.078682,7,31.024382
-0.353685,7,31.03838
0.939527,7,31.05339
1.319777,7,31.066901
1.347348,7,31.079904
0.426705,7,31.093904
1.001369,7,31.106906
1.00677,7,31.120905
1.280605,7,31.134902
0.913245,7,31.150904
1.273732,7,31.167429
1.165659,7,31.183431
1.118079,7,31.201429
1.241185,7,31.217427
1.078406,7,31.234429
0.738966,7,31.249431
1.322508,7,31.264439
1.43708,7,31.281957
1.328007,7,31.297957
1.305016,7,31.315967
0.201877,7,31.337954
1.029562,7,31.355961
1.044041,7,31.372471
0.642265,7,31.392474
0.856516,7,31.415473
1.331772,7,31.436473
0.837999,7,31.455479
0.844858,7,31.476997
1.07007,7,31.497999
1.060554,7,31.518996
0.222533,7,31.537003
0.600892,7,31.555024
0.861875,7,31.581542
-1.34885,7,31.604541
0.750483,7,31.620551
1.367725,7,31.636542
1.05847,7,31.649541
1.106298,7,31.664544
1.121885,7,31.681061
0.679616,7,31.69706
0.894275,7,31.71306
1.164045,7,31.728059
0.976654,7,31.746058
1.244143,7,31.760068
0.831449,7,31.774579
1.213606,7,31.790581
1.025448,7,31.80458
0.617345,7,31.822251
1.157659,7,31.841251
1.096717,7,31.856255
0.947063,7,31.870765
0.148084,7,31.886766
1.209212,7,31.904766
0.108238,7,31.920768
1.024695,7,31.937768
0.501075,7,31.951774
1.289546,7,31.966284
1.326637,7,31.986295
0.841602,7,32.00329
0.507007,7,32.019291
1.239975,7,32.035293
0.927874,7,32.049294
1.263313,7,32.065295
1.07653,7,32.077803
1.17585,7,32.091803
1.144968,7,32.105802
1.227564,7,32.118805
0.993613,7,32.134804
1.220914,7,32.149805
0.928822,7,32.164809
1.381711,7,32.179323
0.123142,7,32.194323
-0.846103,7,32.210323
1.362481,7,32.224323
1.030969,7,32.238327
1.231493,7,32.254328
0.097173,7,32.267842
1.179593,7,32.280842
0.881598,7,32.291843
0.983416,7,32.305842
1.207689,7,32.319843
0.974471,7,32.334842
1.42069,7,32.347843
1.018482,7,32.364847
1.143911,7,32.377376
0.241548,7,32.39136
1.235639,7,32.406364
0.784269,7,32.42036
1.331591,7,32.433358
-0.383331,7,32.447362
0.657232,7,32.463369
0.930621,7,32.475888
1.287766,7,32.491887
1.20239,7,32.503885
1.124768,7,32.519887
1.001705,7,32.53389
0.867163,7,32.548888
0.975349,7,32.560891
1.214146,7,32.574411
1.027426,7,32.590412
0.525298,7,32.606412
1.261358,7,32.619411
1.471636,7,32.633412
1.155198,7,32.649411
0.321681,7,32.666929
1.262946,7,32.681935
0.627693,7,32.696937
1.128276,7,32.712935
0.810181,7,32.727938
1.023474,7,32.74394
0.957551,7,32.762948
0.632605,7,32.779458
0.840622,7,32.79546
1.070723,7,32.816458
1.085714,7,32.836463
0.831091,7,32.857472
1.044709,7,32.880985
1.23253,7,32.901981
1.099868,7,32.925981
1.110443,7,32.949982
0.91652,7,32.970504
1.335435,7,32.992506
1.012302,7,33.01051
1.083894,7,33.024504
1.221953,7,33.03751
1.15477,7,33.052516
1.052937,7,33.070032
-1.473455,7,33.083033
1.00245,7,33.099032
1.416943,7,33.114035
1.133972,7,33.130035
0.969603,7,33.147032
0.751631,7,33.16104
1.050717,7,33.178235
-132.604389,7,33.191235
0.776694,7,33.205234
0.813604,7,33.217234
1.457177,7,33.230239
1.00301,7,33.241238
1.365561,7,33.251234
1.187207,7,33.262241
1.198355,7,33.272756
1.36468,7,33.283761
1.210639,7,33.293754
1.401749,7,33.304754
1.142597,7,33.315758
0.568696,7,33.327757
0.661988,7,33.337755
1.230226,7,33.347756
1.257985,7,33.35876
1.025109,7,33.369274
0.409316,7,33.379276
1.260147,7,33.390274
0.656971,7,33.399277
0.968292,7,33.410275
1.205487,7,33.421276
0.967013,7,33.432274
0.909757,7,33.446973
1.007942,7,33.462979
1.304063,7,33.482022
1.182056,7,33.501019
1.130226,7,33.518021
1.042217,7,33.535021
1.21488,7,33.551023
1.140935,7,33.567531
1.187177,7,33.583541
0.553277,7,33.599537
1.163219,7,33.614536
0.952484,7,33.629537
1.375507,7,33.640537
0.726661,7,33.652547
1.321371,7,33.663548
0.327282,7,33.675059
0.349321,7,33.686061
0.790783,7,33.696062
0.956015,7,33.707062
1.201674,7,33.718062
0.909881,7,33.731062
0.787403,7,33.741063
0.751647,7,33.752059
1.096612,7,33.763074
0.153433,7,33.772578
0.66717,7,33.785583
0.988445,7,33.79658
1.376435,7,33.808581
0.813713,7,33.819582
1.134744,7,33.829577
1.31859,7,33.84058
1.384932,7,33.850578
0.958798,7,33.861587
1.182174,7,33.873106
0.885531,7,33.884109
1.022008,7,33.896103
1.48663,7,33.910106
1.057157,7,33.922107
1.006339,7,33.936107
0.926478,7,33.947105
0.698675,7,33.961111
0.648946,7,33.973618
1.329936,7,33.98662
1.214472,7,33.99862
1.31809,7,34.010619
1.081432,7,34.023623
0.777184,7,34.03762
1.316295,7,34.053627
1.283134,7,34.074142
1.374378,7,34.12814
1.012109,7,34.209668
1.383852,7,34.259676
0.934975,7,34.330211
0.796207,7,34.396743
0.159224,7,34.461759
0.391269,7,34.482278
1.129785,7,34.519304
0.626146,7,34.538281
1.29303,7,34.555292
-1.086294,7,34.570441
1.078833,7,34.58244
1.327405,7,34.59444
1.212813,7,34.608438
0.493578,7,34.62244
0.797609,7,34.63744
1.310592,7,34.651442
1.165536,7,34.662445
1.179432,7,34.674964
1.079442,7,34.6886
1.05092,7,34.702602
-0.471106,7,34.714602
1.223606,7,34.728603
0.922455,7,34.737603
0.996083,7,34.748602
0.844545,7,34.758609
-25.763702,7,34.769119
1.386437,7,34.779124
1.07416,7,34.792118
1.199193,7,34.802123
0.801903,7,34.81212
1.027376,7,34.822121
0.860352,7,34.83212
1.053483,7,34.842122
1.21238,7,34.853126
0.940622,7,34.862126
1.159338,7,34.873642
0.977216,7,34.883641
1.320518,7,34.893641
0.872809,7,34.904641
1.175903,7,34.91564
1.10766,7,34.925641
1.132963,7,35.006776
1.057862,7,35.023779
1.349681,7,35.038776
0.705791,7,35.055784
1.299783,7,35.072295
1.154298,7,35.089299
1.135698,7,35.105306
1.066376,7,35.117297
1.185626,7,35.127299
1.027609,7,35.138295
1.102716,7,35.152299
1.289694,7,35.165305
1.118357,7,35.176813
0.599599,7,35.18881
0.220612,7,35.200811
1.244174,7,35.216814
0.013607,7,35.229815
0.985334,7,35.243815
1.128506,7,35.262826
0.8399,7,35.280333
1.092366,7,35.293333
0.805318,7,35.307333
1.134276,7,35.321335
0.978859,7,35.333334
0.501486,7,35.342335
0.713079,7,35.353347
0.64852,7,35.362345
1.193611,7,35.374859
0.561074,7,35.383861
1.120124,7,35.394863
0.14237,7,35.405861
1.085005,7,35.41786
0.762992,7,35.429864
1.01123,7,35.43886
0.988232,7,41.694614
0.572717,7,41.706614
1.412932,7,41.719614
0.556484,7,41.732614
0.556623,7,41.744616
0.379371,7,41.755614
1.300992,7,41.769619
1.141249,7,41.781132
1.04315,7,41.794134
0.905393,7,41.807131
1.121707,7,41.818131
1.213967,7,41.831136
1.366114,7,41.844756
0.946645,7,41.856761
1.136424,7,41.86977
1.313226,7,41.880277
0.694449,7,41.893277
1.253135,7,41.905279
0.55925,7,41.916276
1.095745,7,41.930279
0.983755,7,41.944275
0.930975,7,41.957281
0.963016,7,41.970283
1.24406,7,41.983794
1.135833,7,41.995794
0.828228,7,42.005793
1.337788,7,42.018795
-0.199734,7,42.030793
0.904801,7,42.042797
1.278547,7,42.054792
1.058344,7,42.067803
1.077208,7,42.085098
0.974634,7,42.102737
1.216467,7,42.121738
1.294316,7,42.137735
1.082131,7,42.156737
1.428389,7,42.177256
0.660421,7,42.197259
0.892942,7,42.211257
1.250877,7,42.225261
1.060849,7,42.237259
1.287342,7,42.248254
1.15281,7,42.261262
1.436073,7,42.27478
1.422364,7,42.288781
0.923964,7,42.300783
0.867575,7,42.313781
1.32119,7,42.329783
-0.780015,7,42.344782
1.086584,7,42.360789
1.225435,7,42.377848
0.895011,7,42.394846
1.138044,7,42.407846
0.858707,7,42.421847
0.670309,7,42.436846
0.876121,7,42.453848
1.144311,7,42.470854
1.016206,7,42.48737
1.208141,7,42.503366
1.181649,7,42.517369
0.942409,7,42.531368
1.187838,7,42.544369
0.566949,7,42.555366
1.408118,7,42.57291
1.249306,7,42.587914
1.014368,7,42.601911
0.956778,7,42.614912
0.94022,7,42.627911
1.115477,7,42.639919
1.434118,7,42.653911
0.827864,7,42.667918
1.188276,7,42.680434
1.187328,7,42.693434
0.836226,7,42.708114
1.164727,7,42.723117
0.84793,7,42.739114
1.038329,7,42.753118
1.175849,7,42.769127
1.194961,7,42.782643
1.113103,7,42.798645
1.13594,7,42.813643
0.932212,7,42.825641
1.288948,7,42.839642
0.664635,7,42.851641
0.658914,7,42.865648
1.330128,7,42.879163
1.035019,7,42.893159
0.596598,7,42.903167
0.59415,7,42.916162
1.212749,7,42.930161
1.273926,7,42.945171
0.555574,7,42.95716
0.787074,7,42.971167
0.671336,7,42.984685
1.011759,7,42.996682
0.794891,7,43.006685
1.034789,7,43.018683
1.049693,7,43.031682
1.329056,7,43.043686
1.386982,7,43.054681
0.809182,7,43.06669
0.821945,7,43.076206
1.156619,7,43.088205
1.260892,7,43.101205
0.909463,7,43.112206
0.787389,7,43.125832
1.290201,7,43.135832
1.271611,7,43.148832
0.595161,7,43.159837
1.144322,7,43.172339
0.992323,7,43.185343
1.067859,7,43.198343
0.987561,7,43.210346
1.243158,7,43.220343
1.228849,7,43.232345
1.264086,7,43.243347
1.236231,7,43.254344
1.403114,7,43.267359
0.234943,7,43.276874
1.30575,7,43.288873
1.411856,7,43.300874
1.157791,7,43.314878
1.025256,7,43.327877
0.327417,7,43.340887
1.43938,7,43.353875
0.629797,7,43.365879
0.97055,7,43.379398
1.297222,7,43.393394
0.631907,7,43.406396
1.27498,7,43.418399
0.972678,7,43.430403
1.044606,7,43.445397
0.922021,7,43.455397
1.286354,7,43.467399
1.037761,7,43.477916
0.474722,7,43.490916
1.260635,7,43.503918
1.391475,7,43.515917
1.16458,7,43.527924
1.130194,7,43.541925
1.026464,7,43.553916
1.073655,7,43.567925
0.879387,7,43.585443
0.967676,7,43.599443
1.34557,7,43.613442
1.282849,7,43.628443
1.332484,7,43.643444
1.428443,7,43.657444
1.497081,7,43.671449
1.0145,7,43.684793
1.002817,7,43.699792
0.515339,7,43.714794
0.822199,7,43.730797
1.341197,7,43.744796
1.362498,7,43.759805
1.085848,7,43.774324
1.13402,7,43.788327
0.903131,7,43.803324
1.061259,7,43.817322
1.322785,7,43.831324
0.973545,7,43.844324
0.926094,7,43.857325
1.075725,7,43.872332
1.040744,7,43.891845
0.8012,7,43.905845
0.711066,7,43.920843
1.137256,7,43.934841
0.995559,7,43.948841
0.810729,7,43.964854
0.593339,7,43.980373
0.749598,7,43.995372
1.15799,7,44.009371
0.956339,7,44.022372
0.697867,7,44.036373
1.356285,7,44.04637
1.153986,7,44.059379
1.077734,7,44.072379
0.015458,7,44.084512
0.911202,7,44.09551
0.281647,7,44.108514
1.215643,7,44.120512
1.25391,7,44.134513
1.110269,7,44.144512
0.411544,7,44.156514
1.377314,7,44.171517
0.937039,7,44.186038
1.139533,7,44.20704
1.309979,7,44.232039
1.163355,7,44.253039
0.871346,7,44.273574
1.130666,7,44.294575
0.950576,7,44.315574
1.102709,7,44.337574
0.878499,7,44.356573
1.418997,7,44.374954
0.508768,7,44.393946
1.255278,7,44.412946
1.14745,7,44.431947
0.950556,7,44.44895
1.304098,7,44.467952
1.025658,7,44.483463
0.860129,7,44.502465
1.299463,7,44.52247
1.136494,7,44.541477
1.17996,7,44.558474
1.054539,7,44.57799
0.3614,7,44.594989
0.849016,7,44.611991
0.662983,7,44.625992
0.869437,7,44.641991
0.622333,7,44.656988
0.87367,7,44.673512
0.854905,7,44.688512
0.818235,7,44.702509
1.162928,7,44.717509
1.265417,7,44.730509
1.314912,7,44.740506
1.13062,7,44.751511
1.104651,7,44.761517
1.153663,7,44.773027
0.723705,7,44.783031
1.063927,7,44.796034
1.120712,7,44.810031
1.293245,7,44.825033
0.88325,7,44.840042
1.442631,7,44.855036
0.606088,7,44.87004
1.122086,7,44.885559
0.899313,7,44.899557
1.224253,7,44.914559
1.097718,7,44.930556
1.255339,7,44.944556
1.151697,7,44.954556
1.028468,7,44.969574
1.343419,7,44.983088
0.46669,7,44.999094
0.46915,7,45.012086
0.825989,7,45.027094
0.968567,7,45.04209
1.214916,7,45.053093
1.298852,7,45.068095
1.276233,7,45.082617
1.323518,7,45.097404
1.120537,7,45.110413
0.692132,7,45.121401
0.906622,7,45.132404
-3.323591,7,45.148403
1.104666,7,45.160412
1.111509,7,45.172924
0.709295,7,45.185931
0.970098,7,45.198931
1.207442,7,45.212931
0.340695,7,45.224933
1.006919,7,45.23494
1.197345,7,45.247932
1.235837,7,45.259939
1.186167,7,45.272938
0.78948,7,45.284456
1.042918,7,45.29745
1.386519,7,45.308448
1.369828,7,45.322448
1.129452,7,45.335449
0.955098,7,45.351446
0.742006,7,45.367465
1.339796,7,45.383971
0.622985,7,45.397968
1.296144,7,45.41097
0.890566,7,45.42397
1.44883,7,45.433968
1.115452,7,45.444971
1.359522,7,45.45497
1.285267,7,45.46798
0.976056,7,45.480497
1.334294,7,45.491493
1.007826,7,45.503491
1.003998,7,45.516492
1.08938,7,45.529491
1.031287,7,45.543494
1.401142,7,45.554497
1.104891,7,45.565501
1.340693,7,45.578014
1.23439,7,45.58766
0.906659,7,45.601661
0.640607,7,45.615658
1.19284,7,45.62866
-0.205398,7,45.64366
1.219822,7,45.660668
1.108449,7,45.674185
0.674539,7,45.688183
1.349968,7,45.701183
1.293425,7,45.714186
1.170016,7,45.728189
1.124724,7,45.744183
1.275825,7,51.325537
-2.858489,7,51.337533
1.245115,7,51.348531
1.074212,7,51.36053
0.94896,7,51.375539
1.191258,7,51.393056
1.321099,7,51.410053
1.02803,7,51.429054
1.127175,7,51.444054
0.976655,7,51.460058
1.356618,7,51.473066
0.891945,7,51.487586
0.979662,7,51.501586
0.792212,7,51.513587
1.217049,7,51.524588
1.111992,7,51.535585
0.760107,7,51.545585
1.411799,7,51.555585
1.055835,7,51.566596
0.953608,7,51.577098
1.03596,7,51.587104
1.14242,7,51.598103
0.915581,7,51.609104
1.149173,7,51.621107
1.152338,7,51.631103
0.751848,7,51.643103
1.310737,7,51.653105
1.293918,7,51.664111
-0.08307,7,51.675105
1.278094,7,51.685628
1.105038,7,51.695627
1.241638,7,51.705628
1.161548,7,51.714626
0.977064,7,51.726627
1.135799,7,51.737629
1.201431,7,51.74963
1.415611,7,51.76364
1.227385,7,51.778152
1.250202,7,51.792152
1.256185,7,51.805152
0.829564,7,51.81815
1.036528,7,51.828153
1.375075,7,51.841152
1.051261,7,51.852152
0.997356,7,51.86616
1.234992,7,51.879669
-0.504366,7,51.890673
0.841732,7,51.903672
1.170872,7,51.914672
1.333481,7,51.92767
0.794911,7,51.944671
1.158588,7,51.95967
1.062509,7,51.973679
1.053008,7,51.987192
1.353377,7,52.001194
1.021226,7,52.014194
1.245362,7,52.025196
-2.223321,7,52.035193
1.110365,7,52.047192
1.429444,7,52.056194
1.500469,7,52.063196
1.207573,7,52.070195
1.41211,7,52.077704
1.028749,7,52.084703
1.282212,7,52.091702
1.275946,7,52.099702
1.29748,7,52.108705
0.472084,7,52.117703
1.115976,7,52.125706
1.318329,7,52.132707
0.669567,7,52.139702
1.063764,7,52.146703
1.154501,7,52.154706
1.357101,7,52.161706
0.681386,7,52.170711
1.155598,7,52.180218
1.313446,7,52.187217
1.146557,7,52.194217
1.238386,7,52.203218
1.302174,7,52.21122
0.959584,7,52.221218
0.559233,7,52.230223
1.314569,7,52.237222
1.294115,7,52.24522
0.965494,7,52.251848
1.041226,7,52.258851
1.212327,7,52.267853
1.287227,7,52.276858
0.865282,7,52.283381
1.280899,7,52.291382
1.278435,7,52.300381
1.26204,7,52.310381
1.384206,7,52.317381
1.03261,7,52.324385
0.271438,7,52.331384
1.124126,7,52.338384
1.120189,7,52.347382
1.232408,7,52.355382
1.157816,7,52.364387
1.274559,7,52.375389
1.382225,7,52.387907
1.097981,7,52.397905
1.127991,7,52.409906
0.267308,7,52.421903
1.296616,7,52.430903
-0.187078,7,52.440905
1.502411,7,52.447906
1.14583,7,52.454906
1.221232,7,52.461905
1.280293,7,52.472913
1.171532,7,52.486428
1.2498,7,52.498426
1.169141,7,52.511428
1.157131,7,52.528429
1.017685,7,52.542425
1.146217,7,52.555426
-0.172648,7,52.574433
1.337766,7,52.589948
1.194443,7,52.606949
0.70927,7,52.620991
1.231548,7,52.632947
0.972447,7,52.643949
1.140523,7,52.654954
0.977406,7,52.666959
0.352098,7,52.676963
1.046174,7,52.688289
1.027462,7,52.699292
0.806235,7,52.709288
1.265519,7,52.718292
1.069471,7,52.725289
1.358024,7,52.733289
1.308644,7,52.740291
1.276561,7,52.74729
1.01972,7,52.754289
0.805553,7,52.76129
1.210525,7,52.768295
1.104899,7,52.775295
0.661562,7,52.783804
0.96476,7,52.792804
0.791221,7,52.800807
0.942869,7,52.807807
1.272567,7,52.816832
1.568169,7,52.825807
1.358163,7,52.835804
1.115406,7,52.844805
1.127353,7,52.854805
1.275275,7,52.862809
1.32191,7,52.86981
1.182475,7,52.876813
0.138852,7,52.883327
1.401104,7,52.890326
0.132088,7,52.897328
1.172869,7,52.904325
0.802508,7,52.913326
1.406232,7,52.923327
0.267505,7,52.932326
-0.950845,7,52.941326
1.053494,7,52.950325
1.204963,7,52.960325
0.725536,7,52.969329
0.999288,7,52.976835
1.295466,7,52.98384
1.359004,7,52.990839
1.351711,7,52.997839
1.255701,7,53.004838
0.96682,7,53.011838
1.480997,7,53.018842
1.190551,7,53.025841
1.241717,7,53.031841
1.152973,7,53.04184
1.181792,7,53.051839
0.624623,7,53.060839
1.015084,7,53.069844
1.069333,7,53.079354
0.937832,7,53.088356
1.039571,7,53.097355
1.164347,7,53.104355
1.247539,7,53.112355
1.213183,7,53.119351
1.426864,7,53.125352
0.888183,7,53.134355
0.932123,7,53.144353
0.592109,7,53.153355
1.227226,7,53.163359
1.104038,7,53.171357
1.216664,7,53.178868
1.261338,7,53.185868
0.719239,7,53.192867
1.290008,7,53.201874
0.956734,7,53.21187
0.218979,7,53.221869
1.133716,7,53.230868
1.218254,7,53.240867
0.936941,7,53.247865
0.785711,7,53.254865
1.179342,7,53.261867
1.113648,7,53.268879
1.152436,7,53.277384
0.141612,7,53.28539
1.194573,7,53.30039
0.669816,7,53.31039
0.673777,7,53.31739
1.277968,7,53.325388
0.912392,7,53.332388
1.36485,7,53.34039
0.979443,7,53.350397
1.274564,7,53.35939
1.052122,7,53.369411
0.67446,7,53.378923
1.010618,7,53.389924
0.951054,7,53.398923
1.17633,7,53.408924
1.2266,7,53.418924
1.024539,7,53.427923
0.730422,7,53.434923
0.85905,7,53.441924
1.222666,7,53.448922
1.01984,7,53.456926
1.270719,7,53.463941
-0.179518,7,53.473941
1.154479,7,53.481451
1.226967,7,53.488451
1.027555,7,53.49545
1.171775,7,53.502451
1.32265,7,53.509451
1.410094,7,53.516455
0.86612,7,53.523454
0.745717,7,53.530453
1.194044,7,53.537479
1.487959,7,53.546455
1.135703,7,53.555456
1.185728,7,53.563453
1.469197,7,53.570454
0.940668,7,53.577972
1.26232,7,53.584972
1.03774,7,53.59197
1.245534,7,53.601969
1.069047,7,53.610969
0.995761,7,53.619969
0.781349,7,53.62997
1.02555,7,53.63897
1.192136,7,53.648972
1.166228,7,53.657967
1.012522,7,53.66497
1.104302,7,53.671973
1.031242,7,53.68151
0.636516,7,53.689497
1.185301,7,53.696504
1.121194,7,53.704494
1.051541,7,53.711497
1.057219,7,53.718495
-3.045116,7,53.728494
1.031072,7,53.737495
1.090799,7,53.746494
0.788,7,53.757135
1.147201,7,53.769143
1.24292,7,53.781649
1.328132,7,53.79465
1.223152,7,53.806651
1.100132,7,53.818651
0.725772,7,53.831651
1.187979,7,53.841653
1.027715,7,53.85465
0.998689,7,53.868658
0.993525,7,53.883171
1.16105,7,53.897171
1.301224,7,53.909169
1.183221,7,53.92017
0.863439,7,53.931171
0.833555,7,53.94317
1.130795,7,53.954173
0.856717,7,53.964177
1.110641,7,53.975178
0.752541,7,53.986689
1.17391,7,53.99669
0.199119,7,54.00569
1.169829,7,54.016689
0.620226,7,54.028689
1.032444,7,54.04069
1.121499,7,54.054688
0.618646,7,54.067697
1.15126,7,54.081209
0.541479,7,54.095208
1.315447,7,54.11021
1.363481,7,54.125208
1.13916,7,54.14121
0.304816,7,54.155208
1.433207,7,54.170216
1.062585,7,54.185732
0.958623,7,54.203731
1.10715,7,54.218731
1.057778,7,54.23473
0.688582,7,54.24773
